"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Answer.WritingTexts","Approve","Reject"
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3DY46V3X3QBLTOQN49WKC56R5ZY556","A1H7XQCN2TQJM7","Approved","Sat Dec 10 05:00:39 PST 2016","Sat Dec 10 05:01:18 PST 2016","Sat Dec 17 05:01:18 PST 2016","Sat Dec 10 09:30:38 PST 2016","","","39","100% (15/15)","100% (15/15)","100% (2/2)","However , there are both sides of stories .","However, there are two sides to the story."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3DZQRBDBSM8JLB1U2MLZQJIZ5OT3SW","A2MJAXJEJ4SEQM","Approved","Sat Dec 10 17:23:28 PST 2016","Sat Dec 10 17:23:54 PST 2016","Sat Dec 17 17:23:54 PST 2016","Sun Dec 11 00:29:26 PST 2016","","","26","100% (2/2)","100% (2/2)","100% (2/2)","However , there are both sides of stories .","However, there are two sides to every story."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3EJJQNKU9SYME48G2IAW43ED2Q1HR0","A3CCXD63N92HZ5","Approved","Sat Dec 10 09:42:21 PST 2016","Sat Dec 10 09:42:32 PST 2016","Sat Dec 17 09:42:32 PST 2016","Sat Dec 10 10:18:38 PST 2016","","","11","100% (2/2)","100% (2/2)","100% (2/2)","However , there are both sides of stories .","However, there are two sides to the story."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3GDTJDAPVV42ODUVU6K95RR4TJIM86","A38TZK07ON180S","Approved","Sat Dec 10 02:50:55 PST 2016","Sat Dec 10 02:51:18 PST 2016","Sat Dec 17 02:51:18 PST 2016","Sat Dec 10 09:30:39 PST 2016","","","23","100% (4/4)","100% (4/4)","100% (2/2)","However , there are both sides of stories .","There are, however, two sides to every story."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3IGI0VL648DBRN2BDOO5FS64DG3NOL","A30OC23SPCHH5F","Approved","Sat Dec 10 13:08:55 PST 2016","Sat Dec 10 13:09:11 PST 2016","Sat Dec 17 13:09:11 PST 2016","Sun Dec 11 00:29:26 PST 2016","","","16","100% (1/1)","100% (1/1)","100% (1/1)","However , there are both sides of stories .","However, there are two sides to every story."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3IQ1VMJRYUD10H4G2V0IWWRFJ9VA9L","A39SX1QZR36L7A","Approved","Sat Dec 10 07:45:07 PST 2016","Sat Dec 10 07:45:53 PST 2016","Sat Dec 17 07:45:53 PST 2016","Sat Dec 10 09:30:39 PST 2016","","","46","100% (1/1)","100% (1/1)","100% (1/1)","However , there are both sides of stories .","However, there are both sides of the story."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3KIBXJ1WD6NAJHH8GBWPN0P0JLHKOW","A22R357CWM097","Approved","Sat Dec 10 18:58:29 PST 2016","Sat Dec 10 18:58:51 PST 2016","Sat Dec 17 18:58:51 PST 2016","Sun Dec 11 00:29:26 PST 2016","","","22","100% (2/2)","100% (2/2)","100% (2/2)","However , there are both sides of stories .","However,there are sides to both stories."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3SUWZRL0MZ6H8BJUKTZS85Q4EOS6EA","A2Y3FWB6AS0RZS","Approved","Sat Dec 10 19:08:41 PST 2016","Sat Dec 10 19:09:14 PST 2016","Sat Dec 17 19:09:14 PST 2016","Sun Dec 11 00:29:26 PST 2016","","","33","100% (2/2)","100% (2/2)","100% (2/2)","However , there are both sides of stories .","However, there are both sides to a story."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3V5Q80FXIYKQGCKW876TZ15V7UN23L","A1S88VQY8G8CNC","Approved","Sat Dec 10 15:15:24 PST 2016","Sat Dec 10 15:15:45 PST 2016","Sat Dec 17 15:15:45 PST 2016","Sun Dec 11 00:29:25 PST 2016","","","21","100% (9/9)","100% (9/9)","100% (1/1)","However , there are both sides of stories .","However, there are two sides to every story."
"34XASH8KLQFK7LWIQKHJ3TRDVGWMPN","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3WMINLGALCW3YFBJEFA9YMSNPV4ACA","A19V3A2N7GWL77","Approved","Sat Dec 10 18:56:33 PST 2016","Sat Dec 10 18:56:54 PST 2016","Sat Dec 17 18:56:54 PST 2016","Sun Dec 11 00:29:25 PST 2016","","","21","100% (1/1)","100% (1/1)","100% (1/1)","However , there are both sides of stories .","Both sides of stories are there, however."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","304SM51WA4XOO657HF0582GBTEGBS1","ABI22TZRQ5H91","Approved","Sat Dec 10 01:10:49 PST 2016","Sat Dec 10 01:11:35 PST 2016","Sat Dec 17 01:11:35 PST 2016","Sat Dec 10 09:30:39 PST 2016","","","46","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can make for better security of peoples lives."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","30X31N5D64JJ5W0FB109DRW5BY2SAY","AFZ3OILHAA7V3","Approved","Sat Dec 10 12:01:52 PST 2016","Sat Dec 10 12:02:53 PST 2016","Sat Dec 17 12:02:53 PST 2016","Sun Dec 11 00:29:27 PST 2016","","","61","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can better secure people's life."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","31LVTDXBL83O00R6T3PUWV7KJ77LR8","A2EB7CN0P7WFYU","Approved","Sat Dec 10 09:03:34 PST 2016","Sat Dec 10 09:04:43 PST 2016","Sat Dec 17 09:04:43 PST 2016","Sat Dec 10 09:30:39 PST 2016","","","69","100% (1/1)","100% (1/1)","100% (1/1)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can improve security in people's lives."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","32M8BPYGAUFVL9AMSPY55B1L0VUGIN","A3KUGXG2Y6X7BD","Approved","Sat Dec 10 16:48:23 PST 2016","Sat Dec 10 16:49:39 PST 2016","Sat Dec 17 16:49:39 PST 2016","Sun Dec 11 00:29:27 PST 2016","","","76","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Using tracking surveillance security technology can make people's life better ."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","33F859I5676ZYXRR6LO64O99K4ZBHI","A1FGKIKJYSL1MI","Approved","Sat Dec 10 09:51:31 PST 2016","Sat Dec 10 09:52:24 PST 2016","Sat Dec 17 09:52:24 PST 2016","Sat Dec 10 10:18:38 PST 2016","","","53","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can enhance the security of people 's lives ."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","33TIN5LC0532WZ2JI1EYZI9MM0L9YH","A1H7XQCN2TQJM7","Approved","Sat Dec 10 05:01:18 PST 2016","Sat Dec 10 05:02:34 PST 2016","Sat Dec 17 05:02:34 PST 2016","Sat Dec 10 09:30:38 PST 2016","","","76","100% (15/15)","100% (15/15)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can make them feel safer."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","34Q075JO1Y6NAZ336GOWSKXJCC210L","A2Y3FWB6AS0RZS","Approved","Sat Dec 10 19:06:57 PST 2016","Sat Dec 10 19:08:40 PST 2016","Sat Dec 17 19:08:40 PST 2016","Sun Dec 11 00:29:26 PST 2016","","","103","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can enhance the security of people 's lives."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","386CSBG1O0F65E9ZTKUS2MFIXRA6QG","A2MJAXJEJ4SEQM","Approved","Sat Dec 10 17:23:58 PST 2016","Sat Dec 10 17:24:33 PST 2016","Sat Dec 17 17:24:33 PST 2016","Sun Dec 11 00:29:26 PST 2016","","","35","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can make security of people's lives better."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3FE7TXL1LJGINDQY6IIPC9Y6HMD2Q0","A22R357CWM097","Approved","Sat Dec 10 18:52:56 PST 2016","Sat Dec 10 18:53:40 PST 2016","Sat Dec 17 18:53:40 PST 2016","Sun Dec 11 00:29:26 PST 2016","","","44","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can make people's lives more secure."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3M68NM076I06HFOZ6ZJS7CPNTDI6RN","AEJBG66WC3TCD","Approved","Sat Dec 10 19:11:03 PST 2016","Sat Dec 10 19:13:42 PST 2016","Sat Dec 17 19:13:42 PST 2016","Sun Dec 11 00:29:27 PST 2016","","","159","100% (1/1)","100% (1/1)","100% (1/1)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can make better security of people 's life .
People using Security of  tracking technology  surveillance can  make peoples life's better."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3MD9PLUKKJ7NQRGIFXZMVQD8XJHNZW","A364KJDYEBAWC9","Approved","Sat Dec 10 07:18:49 PST 2016","Sat Dec 10 07:19:22 PST 2016","Sat Dec 17 07:19:22 PST 2016","Sat Dec 10 09:30:39 PST 2016","","","33","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","The use of surveillance technology to track people can make for better security in people's lives."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3MRNMEIQW6ZUZQ81B2UAR6QG46NDL1","A31VW44MXV7PP5","Approved","Sat Dec 10 10:45:27 PST 2016","Sat Dec 10 10:46:35 PST 2016","Sat Dec 17 10:46:35 PST 2016","Sun Dec 11 00:29:27 PST 2016","","","68","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can bring more security to people's life."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3ND9UOO81LVT8W8SSXZ0JUF1BLVLWI","A38TZK07ON180S","Approved","Sat Dec 10 02:49:50 PST 2016","Sat Dec 10 02:50:47 PST 2016","Sat Dec 17 02:50:47 PST 2016","Sat Dec 10 09:30:39 PST 2016","","","57","100% (4/4)","100% (4/4)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can help improve security in people's lives."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3NS0A6KXC51HGZZWSTMR564BW82GZQ","AJ2JF9TD9LSLA","Approved","Sat Dec 10 18:46:20 PST 2016","Sat Dec 10 18:48:29 PST 2016","Sat Dec 17 18:48:29 PST 2016","Sun Dec 11 00:29:28 PST 2016","","","129","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Using surveillance technology to track people can enhance the security of people's lives."
"3W0XM68YZPOM05DDK6TDNKHB3VVK1C","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sat Dec 10 00:38:27 PST 2016","20","BatchId:2626033;","3600","604800","Sat Dec 17 00:38:27 PST 2016","","","3PH3VY7DJMQDDLPW7YQ9R9QZQUWWZ5","A201BS5OHBGQGM","Approved","Sat Dec 10 00:41:23 PST 2016","Sat Dec 10 00:41:50 PST 2016","Sat Dec 17 00:41:50 PST 2016","Sat Dec 10 09:30:39 PST 2016","","","27","100% (2/2)","100% (2/2)","100% (2/2)","Tracking people using surveillance technology can make better security of people 's life .","Tracking people using surveillance technology can make people's lives be more secure."
