HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.sentence,Answer.WritingTexts,Approve,Reject
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3B1NLC6UG0PN2VXQ5KOPE82XM1CPGF,A2QPJN3LPGTPDU,Approved,Thu Dec 08 08:54:19 PST 2016,Thu Dec 08 08:54:39 PST 2016,Thu Dec 15 08:54:39 PST 2016,Sat Dec 10 00:39:13 PST 2016,,,20,100% (12/12),100% (12/12),100% (2/2),"However , there are both sides of stories .","However , there are two sides to the story .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3BWI6RSP7H20CBXZ334KEJQ08V37ES,ARPBS72HUCKD4,Approved,Wed Nov 30 05:17:24 PST 2016,Wed Nov 30 05:18:16 PST 2016,Wed Dec 07 05:18:16 PST 2016,Wed Nov 30 06:15:12 PST 2016,,,52,100% (12/12),100% (12/12),0% (0/0),"However , there are both sides of stories .","However, there are two sides of every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3C44YUNSI2IKQBNZ3UNH8NZ09RODPL,AU7RK2T2CMUBV,Approved,Sat Dec 03 17:21:27 PST 2016,Sat Dec 03 17:21:50 PST 2016,Sat Dec 10 17:21:50 PST 2016,Sun Dec 04 09:33:30 PST 2016,,,23,100% (2/2),100% (2/2),100% (2/2),"However , there are both sides of stories .","However, there are two sides of the story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3C5W7UE9CGJS3EV32EW1LQ8XKJKXM0,A2A1JQRIOBJVBH,Approved,Wed Dec 07 16:41:43 PST 2016,Wed Dec 07 16:42:38 PST 2016,Wed Dec 14 16:42:38 PST 2016,Thu Dec 08 02:42:06 PST 2016,,,55,100% (1/1),100% (1/1),100% (1/1),"However , there are both sides of stories .","However, there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3CFVK00FWMEVEHTM1FMWL0GOMKLL61,A16YVNUJMK1RNE,Approved,Wed Nov 30 22:45:04 PST 2016,Wed Nov 30 22:45:56 PST 2016,Wed Dec 07 22:45:56 PST 2016,Thu Dec 01 10:26:16 PST 2016,,,52,100% (10/10),100% (10/10),0% (0/0),"However , there are both sides of stories .","However, there are two sides of every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3DPNQGW4LM8ZG9M1VNNFZJED12746H,A33U26Y8QR8ITH,Approved,Thu Dec 01 22:27:26 PST 2016,Thu Dec 01 22:29:08 PST 2016,Thu Dec 08 22:29:08 PST 2016,Fri Dec 02 22:06:32 PST 2016,,,102,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However, there are two sides to stories.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3EFVCAY5L42CN5OAR97HPZZNOS9J8Q,A3F2NKZRK2CIF5,Approved,Thu Dec 01 12:09:37 PST 2016,Thu Dec 01 12:10:00 PST 2016,Thu Dec 08 12:10:00 PST 2016,Thu Dec 01 21:09:18 PST 2016,,,23,100% (2/2),100% (2/2),100% (1/1),"However , there are both sides of stories .","However , there are two sides to every story .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3EO896NRAXOVLPGYU7ICGVVA3PCJT2,A3G1X3IP2VM4IK,Approved,Tue Dec 06 15:44:53 PST 2016,Tue Dec 06 15:45:15 PST 2016,Tue Dec 13 15:45:15 PST 2016,Tue Dec 06 22:45:03 PST 2016,,,22,100% (2/2),100% (2/2),100% (2/2),"However , there are both sides of stories .","However, there are both sides to the story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3FTYUGLFSVEGX15GJFE3AHUJIW65DK,AMJ3Y0GICJ60A,Approved,Mon Dec 05 06:08:15 PST 2016,Mon Dec 05 06:09:46 PST 2016,Mon Dec 12 06:09:46 PST 2016,Tue Dec 06 10:58:44 PST 2016,,,91,100% (1/1),100% (1/1),100% (1/1),"However , there are both sides of stories .","However, there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3GD6L00D3TQKDDAAVLBUQH4WF2H1MK,A23KNYW5XJ9FKD,Approved,Wed Dec 07 05:16:53 PST 2016,Wed Dec 07 05:17:12 PST 2016,Wed Dec 14 05:17:12 PST 2016,Thu Dec 08 02:42:06 PST 2016,,,19,100% (2/2),100% (2/2),100% (2/2),"However , there are both sides of stories .","However, there are two sides to every story .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3GDTJDAPVV42ODUVU6K95RR4SH1M8K,A9WGDBDXUNLOD,Approved,Wed Nov 30 05:46:00 PST 2016,Wed Nov 30 05:46:15 PST 2016,Wed Dec 07 05:46:15 PST 2016,Wed Nov 30 06:15:12 PST 2016,,,15,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However , there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3HMVI3QICKLK7UZOEOZ5KCR3OYC1YZ,A38DTCGCPNH77Q,Approved,Sat Dec 03 07:18:19 PST 2016,Sat Dec 03 07:18:28 PST 2016,Sat Dec 10 07:18:28 PST 2016,Sat Dec 03 08:06:51 PST 2016,,,9,100% (1/1),100% (1/1),0% (0/0),"However , there are both sides of stories .","However, there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3HRMW88U17JK6OPSZ27UCCLMA1E0M1,AW7X14JK81H61,Approved,Sun Dec 04 19:54:54 PST 2016,Sun Dec 04 19:55:13 PST 2016,Sun Dec 11 19:55:13 PST 2016,Tue Dec 06 10:58:43 PST 2016,,,19,100% (1/1),100% (1/1),100% (1/1),"However , there are both sides of stories .","However, there are two sides to the story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3IFS6Q0HJJCYBEJDNPSMUPKOOAHSIK,A1KZG2L1EHAZOV,Approved,Fri Dec 02 03:23:23 PST 2016,Fri Dec 02 03:23:54 PST 2016,Fri Dec 09 03:23:54 PST 2016,Fri Dec 02 22:06:32 PST 2016,,,31,100% (5/5),100% (5/5),0% (0/0),"However , there are both sides of stories .",There are two side to every story.,,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3L6L49WXW1Q3X5MNQ4DA7D0D40D453,A38TZK07ON180S,Approved,Wed Nov 30 04:51:25 PST 2016,Wed Nov 30 04:53:03 PST 2016,Wed Dec 07 04:53:03 PST 2016,Wed Nov 30 06:15:12 PST 2016,,,98,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However, there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3LWJHTCVCDF2O72AUDXWWSSVQ47QFP,A3EEWSPD9OA2U0,Approved,Sun Dec 04 21:05:47 PST 2016,Sun Dec 04 21:06:59 PST 2016,Sun Dec 11 21:06:59 PST 2016,Tue Dec 06 10:58:44 PST 2016,,,72,100% (3/3),100% (3/3),100% (2/2),"However , there are both sides of stories .","However , there are two sides to stories .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3M0NZ3JDP2RJ02ACBX3019DM6RA5Z3,A39CQ0EIJ3KRX8,Approved,Thu Dec 08 09:24:43 PST 2016,Thu Dec 08 09:25:09 PST 2016,Thu Dec 15 09:25:09 PST 2016,Sat Dec 10 00:39:13 PST 2016,,,26,100% (1/1),100% (1/1),100% (1/1),"However , there are both sides of stories .","However, there are two sides to every story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3PJ71Z61R5V56TRG6C7PLVYCEFH91N,A2FSQBC1OU8WN8,Approved,Wed Nov 30 21:25:36 PST 2016,Wed Nov 30 21:26:07 PST 2016,Wed Dec 07 21:26:07 PST 2016,Thu Dec 01 10:26:16 PST 2016,,,31,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However , there are two sides to every story. .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3PMBY0YE28WPTW1EM9W92RH3JSL9CN,A2N962G55T9MOB,Approved,Mon Dec 05 07:17:02 PST 2016,Mon Dec 05 07:17:26 PST 2016,Mon Dec 12 07:17:26 PST 2016,Tue Dec 06 10:58:43 PST 2016,,,24,100% (4/4),100% (4/4),100% (2/2),"However , there are both sides of stories .","However, there are both sides to a story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3PW9OPU9PRDU696HL3SAB8QY93V211,A1WGLLX2XPUCYX,Approved,Thu Dec 08 17:47:40 PST 2016,Thu Dec 08 17:47:57 PST 2016,Thu Dec 15 17:47:57 PST 2016,Sat Dec 10 00:39:13 PST 2016,,,17,100% (2/2),100% (2/2),100% (2/2),"However , there are both sides of stories .","However, there are two sides to stories.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3QJOXOW4XKKJXE4M7969X1NQ3KWMEG,A3T71W88062DB7,Approved,Wed Nov 30 04:49:07 PST 2016,Wed Nov 30 04:49:52 PST 2016,Wed Dec 07 04:49:52 PST 2016,Wed Nov 30 06:15:12 PST 2016,,,45,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However , there are two sides of the story .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3QRYMNZ7FZAR4F7J95A492CRBK8TNS,AX5P49R4EWO3L,Approved,Wed Nov 30 08:25:57 PST 2016,Wed Nov 30 08:26:21 PST 2016,Wed Dec 07 08:26:21 PST 2016,Wed Nov 30 21:00:19 PST 2016,,,24,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However, there are two sides to each story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3QY7M81QH8F3YBP9ZPFNCE35TYB7K1,A1G368TFFP2UZR,Rejected,Thu Dec 01 17:01:27 PST 2016,Thu Dec 01 17:01:59 PST 2016,Thu Dec 08 17:01:59 PST 2016,,Thu Dec 01 21:07:43 PST 2016,"submitted 2 answers both empty, just pressed the submit button without doing the task and correcting the sentence.",32,0% (0/2),0% (0/2),0% (0/0),"However , there are both sides of stories .","However, there are both sides of stories .",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3SKEMFQBZ4Y7YPUS9U7TQEZ03GV8KY,A21JFQP5MAYQO2,Approved,Thu Dec 01 05:34:38 PST 2016,Thu Dec 01 05:35:05 PST 2016,Thu Dec 08 05:35:05 PST 2016,Thu Dec 01 10:26:16 PST 2016,,,27,100% (2/2),100% (2/2),0% (0/0),"However , there are both sides of stories .","However, there are two sides to the story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3SUWZRL0MZ6H8BJUKTZS85Q4E2JE61,A31681CCEVDIH3,Approved,Sun Dec 04 21:34:11 PST 2016,Sun Dec 04 21:35:52 PST 2016,Sun Dec 11 21:35:52 PST 2016,Tue Dec 06 10:58:44 PST 2016,,,101,100% (2/2),100% (2/2),100% (2/2),"However , there are both sides of stories .","However, there are both sides to the story.",,
3PEG1BH7AEKND3V5M3M2TWUKPY9BKR,3D4BPCICWLV2H7ZTCOLFOJ7QDLA8V0,Correction of English learners errors,You are given a sentence written by a person who learns english and you should correct it,"writing, correction, grammatical, errors, learner language, fix, correct, check",$0.10,Wed Nov 30 04:45:23 PST 2016,51,BatchId:2612793;,3600,604800,Thu Dec 08 21:07:44 PST 2016,,,3T3IWE1XG7GC7CKBPX2LDW7WHCZQTF,A2HL2THWOYKV97,Approved,Sun Dec 04 18:37:20 PST 2016,Sun Dec 04 18:37:57 PST 2016,Sun Dec 11 18:37:57 PST 2016,Tue Dec 06 10:58:43 PST 2016,,,37,100% (1/1),100% (1/1),100% (1/1),"However , there are both sides of stories .","However, there are two sides to a story.",,
