"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Answer.WritingTexts","Approve","Reject"
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","34T446B1C177X2D1MDDG9GGAH720CG","A34A7MN2SKHWUC","Approved","Mon Dec 19 01:44:58 PST 2016","Mon Dec 19 01:46:14 PST 2016","Mon Dec 26 01:46:14 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","76","100% (3/3)","100% (3/3)","100% (3/3)","Second , the shortage of workforce can also endanger the development of the society .","The development of society can be endangered by the shortage of a workforce."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","35H6S234SBTHCSQ19S6P4BKR2UN561","A2H74STYH3PLT1","Approved","Mon Dec 19 05:30:13 PST 2016","Mon Dec 19 05:31:05 PST 2016","Mon Dec 26 05:31:05 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","52","100% (14/14)","100% (14/14)","100% (14/14)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of workforce can also endanger the development of society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","36TFCYNS4536B0USBHGOTL0148RHX4","A3M43ST1JU11T9","Approved","Mon Dec 19 09:09:44 PST 2016","Mon Dec 19 09:10:21 PST 2016","Mon Dec 26 09:10:21 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","37","100% (5/5)","100% (5/5)","100% (5/5)","Second , the shortage of workforce can also endanger the development of the society .","Second,  workforce shortages can also endanger the development of the society ."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","38JBBYETQP33TOFG156DB76QJXBE4N","A2581F7TDPAMBQ","Approved","Mon Dec 19 08:36:40 PST 2016","Mon Dec 19 08:39:48 PST 2016","Mon Dec 26 08:39:48 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","188","100% (49/49)","100% (49/49)","100% (49/49)","Second , the shortage of workforce can also endanger the development of the society .","The shortage in the workforce population can cause problems in the development of society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3907X2AHF1YXN1PJ6530C48WDP3P27","A30F1NPCF53CRE","Approved","Mon Dec 19 02:07:47 PST 2016","Mon Dec 19 02:08:01 PST 2016","Mon Dec 26 02:08:01 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","14","100% (6/6)","100% (6/6)","100% (6/6)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","39LNWE0K4VPEQRBHCUNM9Q2CB56UI4","A16NQGAUPB9LGH","Approved","Mon Dec 19 12:01:52 PST 2016","Mon Dec 19 12:02:19 PST 2016","Mon Dec 26 12:02:19 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","27","100% (20/20)","100% (20/20)","100% (20/20)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3A0EX8ZRN9HLKSHGGLSUQO4CC3PYBP","A1PMTO5SSE5LAV","Approved","Mon Dec 19 11:29:53 PST 2016","Mon Dec 19 11:30:25 PST 2016","Mon Dec 26 11:30:25 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","32","100% (41/41)","100% (41/41)","100% (41/41)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3BXQMRHWK0R0MA18X9LE1J9TRCMUMB","A3G5IPGLH1IIZN","Approved","Mon Dec 19 08:25:44 PST 2016","Mon Dec 19 08:26:23 PST 2016","Mon Dec 26 08:26:23 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","39","100% (50/50)","100% (50/50)","100% (50/50)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the workforce shortage can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3C2NJ6JBKBAXKGD6QQQ88F31DC22NS","A3M15HPGQ09T4Q","Rejected","Mon Dec 19 09:23:34 PST 2016","Mon Dec 19 09:26:39 PST 2016","Mon Dec 26 09:26:39 PST 2016","","Wed Dec 21 01:50:57 PST 2016","out of 50 hits, at least 48 are not corrections of the text at all (maybe a change in a space or a dot to make us miss it)","185","0% (0/50)","0% (0/50)","0% (0/50)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3D3VGR7TA187KW1HNXLU09D3KMMR39","A1YTP3NEKN5LG3","Approved","Mon Dec 19 09:03:11 PST 2016","Mon Dec 19 09:03:26 PST 2016","Mon Dec 26 09:03:26 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","15","100% (33/33)","100% (33/33)","100% (33/33)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of a workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3D8YOU6S9FDYX7GGATEXCNC71C76UD","A2IQ0QCTQ3KWLT","Approved","Mon Dec 19 08:23:41 PST 2016","Mon Dec 19 08:24:08 PST 2016","Mon Dec 26 08:24:08 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","27","100% (48/48)","100% (48/48)","100% (48/48)","Second , the shortage of workforce can also endanger the development of the society .","Second , the shortage of workforce,  can also endanger the development of the society ."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3D8YOU6S9FDYX7GGATEXCNC71C7U61","A2XWD4PZM6JU0M","Approved","Mon Dec 19 08:25:21 PST 2016","Mon Dec 19 08:41:40 PST 2016","Mon Dec 26 08:41:40 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","979","100% (50/50)","100% (50/50)","100% (50/50)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of labor can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3DH6GAKTYZIH2QKWMZ8XC6BF23IYZV","A3LVU39B5A9MNI","Approved","Mon Dec 19 04:29:09 PST 2016","Mon Dec 19 04:29:54 PST 2016","Mon Dec 26 04:29:54 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","45","100% (15/15)","100% (15/15)","100% (15/15)","Second , the shortage of workforce can also endanger the development of the society .","Secondly,  the workforce shortage can endanger the development of society ."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3DOCMVPBTO7T922ZC9OS036ZO5ONNV","AY5OS6NZWVX22","Approved","Mon Dec 19 07:21:31 PST 2016","Mon Dec 19 07:21:57 PST 2016","Mon Dec 26 07:21:57 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","26","100% (29/29)","100% (29/29)","100% (29/29)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3EFE17QCRDYYFJ8TH7A1UDJ9PTRSH9","A2VD133723IZR8","Approved","Mon Dec 19 07:36:33 PST 2016","Mon Dec 19 07:37:11 PST 2016","Mon Dec 26 07:37:11 PST 2016","Wed Dec 21 02:26:05 PST 2016","","","38","100% (48/48)","100% (48/48)","100% (48/48)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of a workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3EJJQNKU9SYME48G2IAW43ED3R7RHJ","A2C7EGGRTDR9PG","Approved","Mon Dec 19 09:15:57 PST 2016","Mon Dec 19 09:16:13 PST 2016","Mon Dec 26 09:16:13 PST 2016","Wed Dec 21 02:26:11 PST 2016","","","16","100% (18/18)","100% (18/18)","100% (18/18)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3G5F9DBFOQQE7BPXB2F6503GOWKHV0","A2YHOJLEZR8663","Approved","Mon Dec 19 07:31:50 PST 2016","Mon Dec 19 07:57:22 PST 2016","Mon Dec 26 07:57:22 PST 2016","Wed Dec 21 02:26:11 PST 2016","","","1532","100% (7/7)","100% (7/7)","100% (7/7)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3H8DHMCCWA4JFKQJQ2I9C6D1G64DKL","AQ53YJDPDDLZ","Approved","Mon Dec 19 05:22:28 PST 2016","Mon Dec 19 05:28:23 PST 2016","Mon Dec 26 05:28:23 PST 2016","Wed Dec 21 02:26:11 PST 2016","","","355","100% (48/48)","100% (48/48)","100% (48/48)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3HRMW88U17JK6OPSZ27UCCLMBLZ0MR","A11ZBFOX0RPO35","Approved","Mon Dec 19 00:14:37 PST 2016","Mon Dec 19 00:15:05 PST 2016","Mon Dec 26 00:15:05 PST 2016","Wed Dec 21 02:26:11 PST 2016","","","28","100% (44/44)","100% (44/44)","100% (42/42)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of workers can endanger the development of society ."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3HRMW88U17JK6OPSZ27UCCLMC1DM0O","A37XJVQF62ZYC","Approved","Wed Dec 21 06:31:50 PST 2016","Wed Dec 21 06:32:26 PST 2016","Wed Dec 28 06:32:26 PST 2016","Thu Dec 22 22:51:38 PST 2016","","","36","100% (7/7)","100% (7/7)","100% (7/7)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of workers can also endanger the development of the society ."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3I02618YA1Z67DYLPPD6IN3OWI4UPG","AA5OOUN82FYES","Approved","Mon Dec 19 10:29:02 PST 2016","Mon Dec 19 10:29:28 PST 2016","Mon Dec 26 10:29:28 PST 2016","Wed Dec 21 02:26:11 PST 2016","","","26","100% (47/47)","100% (47/47)","100% (47/47)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage in the workforce can also endanger the development of society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3I33IC7ZWGVQ0XJHHML3M9J1E4T2AW","A17K8XNE6EVFLI","Approved","Mon Dec 19 08:50:30 PST 2016","Mon Dec 19 08:51:55 PST 2016","Mon Dec 26 08:51:55 PST 2016","Wed Dec 21 02:26:12 PST 2016","","","85","100% (41/41)","100% (41/41)","100% (41/41)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the workforce shortage can also endanger the development of society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3I7DHKZYGOTDVLJCAL9TYHX4VTR5F5","A3JP7DIFRS0ZBY","Approved","Mon Dec 19 05:45:29 PST 2016","Mon Dec 19 05:48:54 PST 2016","Mon Dec 26 05:48:54 PST 2016","Wed Dec 21 02:26:12 PST 2016","","","205","100% (46/46)","100% (46/46)","100% (46/46)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of a workforce can also endanger the development of society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3IXEICO793CJXU1RAOON7RQ5IXMT6T","AYFAOYFBISRF3","Approved","Mon Dec 19 07:25:50 PST 2016","Mon Dec 19 07:26:18 PST 2016","Mon Dec 26 07:26:18 PST 2016","Wed Dec 21 02:26:12 PST 2016","","","28","100% (50/50)","100% (50/50)","100% (50/50)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of workforce can also endanger the development of society."
