HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Correction,Input.Original,Answer.Q1Answer,Approve,Reject
34F34TZU7WSYE6PRLPTFROR4JFMJ2H,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:36 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:36 PDT 2017,,,3XC1O3LBOTF1GF4YXSUPWA83QDTLT1,A29VL3MZE7YPBZ,Submitted,Mon May 29 10:49:52 PDT 2017,Mon May 29 10:54:46 PDT 2017,Thu Jun 08 10:54:46 PDT 2017,,,,294,0% (0/0),0% (0/0),0% (0/0),All of these contributions by using the surveillance technology to track make the environment safer,All these contributions by using the surveillance technology to track make the environment safer,Yes,,
3O2Y2UIUCQNDQK7LR58YCML678RKF1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:22 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:22 PDT 2017,,,3E7TUJ2EGDFZYO7SM5RKMXZMNXKD99,A2EDT9KPOL5VWG,Submitted,Mon May 29 10:32:04 PDT 2017,Mon May 29 10:32:16 PDT 2017,Thu Jun 08 10:32:16 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),This essay will illustrate two aspects,This essay will illustrate in two aspects,Yes,,
3O2Y2UIUCQNDQK7LR58YCML678RKF1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:22 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:22 PDT 2017,,,3SB5N7Y3O4XKEET6OZ9ZZ71QXL90GX,A2AW5504I3KKSG,Submitted,Mon May 29 10:44:49 PDT 2017,Mon May 29 10:44:58 PDT 2017,Thu Jun 08 10:44:58 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),This essay will illustrate two aspects,This essay will illustrate in two aspects,Yes,,
3O2Y2UIUCQNDQK7LR58YCML678RKF1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:22 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:22 PDT 2017,,,3YDTZAI2WY949NL4PHBY4NNXC8314B,A2F8YFFRKK14QD,Submitted,Mon May 29 10:31:11 PDT 2017,Mon May 29 10:31:18 PDT 2017,Thu Jun 08 10:31:18 PDT 2017,,,,7,0% (0/0),0% (0/0),0% (0/0),This essay will illustrate two aspects,This essay will illustrate in two aspects,Yes,,
38EHZ67RIMLEU83JN1RW9KDMXSMGM1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:36 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:36 PDT 2017,,,3F6KKYWMNCUKNQBMNFAP4YU6SM7DNE,A340UGIDGIF4W6,Submitted,Mon May 29 10:55:57 PDT 2017,Mon May 29 10:56:09 PDT 2017,Thu Jun 08 10:56:09 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),In front of the ATM we need a monitor to help prevent intentional crime,In front of ATM we need monitor to avoid intentional crime,Yes,,
38EHZ67RIMLEU83JN1RW9KDMXSMGM1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:36 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:36 PDT 2017,,,3IOEN3P9S8CIOAPI854D1L7B8ZH619,A29VL3MZE7YPBZ,Submitted,Mon May 29 11:03:58 PDT 2017,Mon May 29 11:23:40 PDT 2017,Thu Jun 08 11:23:40 PDT 2017,,,,1182,0% (0/0),0% (0/0),0% (0/0),In front of the ATM we need a monitor to help prevent intentional crime,In front of ATM we need monitor to avoid intentional crime,Yes,,
38EHZ67RIMLEU83JN1RW9KDMXSMGM1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:36 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:36 PDT 2017,,,3U8YCDAGXQ9BR3NKRVEBTL5S38J0QT,A2EDT9KPOL5VWG,Submitted,Mon May 29 10:48:55 PDT 2017,Mon May 29 10:49:05 PDT 2017,Thu Jun 08 10:49:05 PDT 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),In front of the ATM we need a monitor to help prevent intentional crime,In front of ATM we need monitor to avoid intentional crime,Yes,,
302OLP89DZ00BVEPOC58A2X75J5AC1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:23 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:23 PDT 2017,,,3FTYUGLFSVEGX15GJFE3AHUK1135DC,A2EDT9KPOL5VWG,Submitted,Mon May 29 10:40:35 PDT 2017,Mon May 29 10:40:54 PDT 2017,Thu Jun 08 10:40:54 PDT 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),Humans have their own rights and privacy,Human has their own rights and privacy,Yes,,
302OLP89DZ00BVEPOC58A2X75J5AC1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:23 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:23 PDT 2017,,,3KYQYYSHYW025BBYOUA2JNUBIWADOR,A2F8YFFRKK14QD,Submitted,Mon May 29 10:49:10 PDT 2017,Mon May 29 10:49:17 PDT 2017,Thu Jun 08 10:49:17 PDT 2017,,,,7,0% (0/0),0% (0/0),0% (0/0),Humans have their own rights and privacy,Human has their own rights and privacy,Yes,,
302OLP89DZ00BVEPOC58A2X75J5AC1,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:23 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:23 PDT 2017,,,3SB5N7Y3O4XKEET6OZ9ZZ71QXLAG0E,A36TE52PSYAAD6,Submitted,Mon May 29 10:48:47 PDT 2017,Mon May 29 10:48:53 PDT 2017,Thu Jun 08 10:48:53 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),Humans have their own rights and privacy,Human has their own rights and privacy,Yes,,
3XT3KXP24ZRQ1WOMQ9KI50TGM5Z6I9,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:13 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:13 PDT 2017,,,3570Y55XZQCHB9PRW7K8RZVA9YLYGT,A3PM2X0EKG7L8W,Submitted,Mon May 29 10:37:05 PDT 2017,Mon May 29 10:37:10 PDT 2017,Thu Jun 08 10:37:10 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),Government should also allot a bigger amount for pension expenditure,Government should also make a bigger amount of pension expenditure,No,,
3XT3KXP24ZRQ1WOMQ9KI50TGM5Z6I9,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:13 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:13 PDT 2017,,,36W0OB37HX7VGVU7CZ49Q6GDUS1HZ1,A1KUAL8PN2X8PK,Submitted,Mon May 29 10:28:41 PDT 2017,Mon May 29 10:28:55 PDT 2017,Thu Jun 08 10:28:55 PDT 2017,,,,14,100% (5/5),0% (0/0),0% (0/0),Government should also allot a bigger amount for pension expenditure,Government should also make a bigger amount of pension expenditure,No,,
3XT3KXP24ZRQ1WOMQ9KI50TGM5Z6I9,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:13 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:13 PDT 2017,,,3T3IWE1XG7GC7CKBPX2LDW7X0JDTQV,A2F8YFFRKK14QD,Submitted,Mon May 29 10:38:43 PDT 2017,Mon May 29 10:38:49 PDT 2017,Thu Jun 08 10:38:49 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),Government should also allot a bigger amount for pension expenditure,Government should also make a bigger amount of pension expenditure,Yes,,
3FJ2RVH25ZZ98UCIZD222UD1NAA92C,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:06 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:06 PDT 2017,,,3DH6GAKTYZIH2QKWMZ8XC6BGKOIZYM,A2VPAI1545GXWC,Submitted,Mon May 29 10:48:21 PDT 2017,Mon May 29 10:48:23 PDT 2017,Thu Jun 08 10:48:23 PDT 2017,,,,2,0% (0/0),0% (0/0),0% (0/0),The travelers survived in desert thanks to the GPS guiding them,Travelers survive in desert thanks to GPS guide them,Yes,,
3FJ2RVH25ZZ98UCIZD222UD1NAA92C,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:06 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:06 PDT 2017,,,3DUZQ9U6SNH3XK3DMWR59EAJFSGSV1,A36TE52PSYAAD6,Submitted,Mon May 29 10:47:44 PDT 2017,Mon May 29 10:47:52 PDT 2017,Thu Jun 08 10:47:52 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),The travelers survived in desert thanks to the GPS guiding them,Travelers survive in desert thanks to GPS guide them,No,,
3FJ2RVH25ZZ98UCIZD222UD1NAA92C,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:06 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:06 PDT 2017,,,3EKVH9QMEZXOY4MT1WC5CAR8HRED2L,A2WCCV1W8UE8ED,Submitted,Mon May 29 10:51:42 PDT 2017,Mon May 29 10:52:02 PDT 2017,Thu Jun 08 10:52:02 PDT 2017,,,,20,0% (0/0),0% (0/0),0% (0/0),The travelers survived in desert thanks to the GPS guiding them,Travelers survive in desert thanks to GPS guide them,No,,
3UL5XDRDNCC1TMCVC4YM05L2NEJ85N,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:36 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:36 PDT 2017,,,3RWE2M8QWI3QO6ASB3MUPRANYXYN0V,A1X84T4EFW04GZ,Submitted,Mon May 29 10:57:35 PDT 2017,Mon May 29 11:04:38 PDT 2017,Thu Jun 08 11:04:38 PDT 2017,,,,423,0% (0/0),0% (0/0),0% (0/0),In summary we help people to live longer and we respect every life,To summary we respect every life also help people to live longer,Yes,,
3UL5XDRDNCC1TMCVC4YM05L2NEJ85N,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:36 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:36 PDT 2017,,,3VELCLL3GLCE73IT9Y7HVRKO1YH1F4,A2WVQU5SGS2FBU,Submitted,Mon May 29 10:53:08 PDT 2017,Mon May 29 10:53:22 PDT 2017,Thu Jun 08 10:53:22 PDT 2017,,,,14,0% (0/0),0% (0/0),0% (0/0),In summary we help people to live longer and we respect every life,To summary we respect every life also help people to live longer,Yes,,
3UL5XDRDNCC1TMCVC4YM05L2NEJ85N,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:36 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:36 PDT 2017,,,3ZR9AIQJUC242Y0MTY7YQI4N7G340H,A3HIO96PK1JA03,Submitted,Mon May 29 10:56:14 PDT 2017,Mon May 29 10:56:23 PDT 2017,Thu Jun 08 10:56:23 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),In summary we help people to live longer and we respect every life,To summary we respect every life also help people to live longer,Yes,,
3QTFNPMJC6BK37JOPUUL76ISD8PZN8,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:13 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:13 PDT 2017,,,35LDD5557BXMJEWW3VHCVW0W75SMKY,A3E3OELJKHW58C,Submitted,Mon May 29 10:50:26 PDT 2017,Mon May 29 10:50:35 PDT 2017,Thu Jun 08 10:50:35 PDT 2017,,,,9,100% (50/50),0% (0/0),0% (0/0),Firstly what kinds of disease someone has is part of his or her privacy,Firstly someone having what kinds of disease belongs to his or her privacy,Yes,,
3QTFNPMJC6BK37JOPUUL76ISD8PZN8,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:13 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:13 PDT 2017,,,37TD41K0AI27YBXDVFW0JMMUUL0CSM,AYZPYHQ5ANE2J,Submitted,Mon May 29 10:47:21 PDT 2017,Mon May 29 10:47:36 PDT 2017,Thu Jun 08 10:47:36 PDT 2017,,,,15,0% (0/0),0% (0/0),0% (0/0),Firstly what kinds of disease someone has is part of his or her privacy,Firstly someone having what kinds of disease belongs to his or her privacy,Yes,,
3QTFNPMJC6BK37JOPUUL76ISD8PZN8,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:13 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:13 PDT 2017,,,39KFRKBFIOO53M6PKQXGW84C0KCYOG,A36TE52PSYAAD6,Submitted,Mon May 29 10:37:21 PDT 2017,Mon May 29 10:37:32 PDT 2017,Thu Jun 08 10:37:32 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),Firstly what kinds of disease someone has is part of his or her privacy,Firstly someone having what kinds of disease belongs to his or her privacy,Yes,,
3A520CCNWNTF8TY3K3B30QXAQVIEAY,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:06 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:06 PDT 2017,,,33FBRBDW6PSPFRI4HHQV2VMTIRR8CG,A2F8YFFRKK14QD,Submitted,Mon May 29 10:36:42 PDT 2017,Mon May 29 10:36:50 PDT 2017,Thu Jun 08 10:36:50 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),Other relatives may have the same likelihood of having such a disease,Other relatives may have the same possibilities to have such kind of disease,Yes,,
3A520CCNWNTF8TY3K3B30QXAQVIEAY,32HMK6WX80F20ZZB13CCVTOYH3YK3P,confirm corrections,Judge whether a sentence is a correction of another,"short, easy",$0.05,Mon May 29 10:24:06 PDT 2017,3,BatchId:2818806;OriginalHitTemplateId:920937336;,3600,864000,Mon Jun 05 10:24:06 PDT 2017,,,3AUQQEL7U6M3WBJ1DU8LZ840K0Y0VN,A3E3OELJKHW58C,Submitted,Mon May 29 10:49:00 PDT 2017,Mon May 29 10:49:08 PDT 2017,Thu Jun 08 10:49:08 PDT 2017,,,,8,100% (50/50),0% (0/0),0% (0/0),Other relatives may have the same likelihood of having such a disease,Other relatives may have the same possibilities to have such kind of disease,Yes,,
